0001_352403456_cars.jpg,cars,0.167969,0.078125,0.242188,0.0742188,0.0585938,0.0507812,0.0585938,0.136719,0.0859375,0.046875
0001_389068663_plane.jpg,plane,0.0,0.125926,0.0148148,0.251852,0.0814815,0.0518519,0.111111,0.140741,0.177778,0.0444444
0002_1021429225_plane.jpg,plane,0.148276,0.0758621,0.110345,0.0413793,0.0896552,0.0586207,0.110345,0.137931,0.124138,0.103448
0002_2138445810_coral.jpg,coral,0.140541,0.118919,0.108108,0.124324,0.0918919,0.027027,0.0810811,0.0972973,0.151351,0.0594595
0002_376728638_dog.jpg,dog,0.0515464,0.118557,0.0876289,0.226804,0.108247,0.0412371,0.113402,0.0773196,0.14433,0.0309278
0002_447459573_plane.jpg,plane,0.130081,0.138211,0.105691,0.243902,0.0487805,0.130081,0.0569106,0.0325203,0.0813008,0.0325203
0003_15805308_computer.jpg,computer,0.0532787,0.0819672,0.0737705,0.0860656,0.0942623,0.0532787,0.106557,0.143443,0.168033,0.139344
0003_22755481_plane.jpg,plane,0.146789,0.0825688,0.137615,0.247706,0.0366972,0.0825688,0.0458716,0.0825688,0.0733945,0.0642202
0003_2696108622_snow.jpg,snow,0.114625,0.114625,0.0790514,0.189723,0.0909091,0.055336,0.0909091,0.0869565,0.0790514,0.0988142
0003_2706975788_cat.jpg,cat,0.0970874,0.0809062,0.0809062,0.0420712,0.0744337,0.0679612,0.0873786,0.153722,0.165049,0.150485
0003_389068668_plane.jpg,plane,0.077821,0.108949,0.18677,0.0583658,0.0894942,0.108949,0.120623,0.0894942,0.0933852,0.0661479
0003_488456796_plane.jpg,plane,0.0,0.1,0.05,0.2,0.1,0.05,0.1,0.1,0.25,0.05
0003_53362410_sign.jpg,sign,0.129032,0.0215054,0.215054,0.0430108,0.139785,0.0645161,0.0860215,0.129032,0.129032,0.0430108
0004_1589009678_coral.jpg,coral,0.0495495,0.119369,0.0698198,0.0427928,0.101351,0.0405405,0.0653153,0.186937,0.202703,0.121622
0004_389068680_plane.jpg,plane,0.0106383,0.191489,0.0106383,0.106383,0.0957447,0.117021,0.0957447,0.148936,0.117021,0.106383
0004_41427128_coral.jpg,coral,0.0472441,0.0437445,0.0542432,0.00787402,0.0848644,0.0174978,0.0971129,0.222222,0.240595,0.184602
0004_41427128_fish.jpg,fish,0.0472441,0.0437445,0.0542432,0.00787402,0.0848644,0.0174978,0.0971129,0.222222,0.240595,0.184602
0004_464793955_cat.jpg,cat,0.140845,0.0915493,0.0915493,0.176056,0.21831,0.0352113,0.0774648,0.0774648,0.056338,0.0352113
0005_2348707486_plane.jpg,plane,0.138889,0.240741,0.203704,0.0555556,0.00925926,0.157407,0.0185185,0.0462963,0.0462963,0.0833333
0005_2736069940_tree.jpg,tree,0.163462,0.0528846,0.0432692,0.197115,0.139423,0.0432692,0.120192,0.0865385,0.0673077,0.0865385
0005_3852131_dog.jpg,dog,0.0469012,0.0887772,0.100503,0.117253,0.0887772,0.0284757,0.0770519,0.167504,0.164154,0.120603
0005_389068665_plane.jpg,plane,0.15748,0.212598,0.15748,0.149606,0.0314961,0.102362,0.0314961,0.0708661,0.0629921,0.023622
0005_84655830_plane.jpg,plane,0.12,0.146667,0.0933333,0.106667,0.04,0.146667,0.0533333,0.106667,0.12,0.0666667
0006_209115798_window.jpg,window,0.14218,0.0758294,0.0521327,0.180095,0.0900474,0.0758294,0.109005,0.104265,0.104265,0.0663507
0006_2202849133_tiger.jpg,tiger,0.0963855,0.0722892,0.0903614,0.204819,0.0873494,0.0542169,0.0903614,0.0933735,0.0813253,0.129518
0006_389068675_plane.jpg,plane,0.0272727,0.109091,0.0818182,0.145455,0.0818182,0.0636364,0.0636364,0.181818,0.163636,0.0818182
0006_8486340_birds.jpg,birds,0.0473934,0.0379147,0.028436,0.28436,0.0805687,0.0379147,0.0853081,0.180095,0.109005,0.109005
0007_160357182_coral.jpg,coral,0.0526316,0.0671053,0.0355263,0.105263,0.130263,0.0289474,0.135526,0.182895,0.161842,0.1
0007_217756490_flags.jpg,flags,0.0519878,0.122324,0.0642202,0.146789,0.0917431,0.0917431,0.125382,0.0978593,0.140673,0.0672783
0007_2493659489_horses.jpg,horses,0.0628743,0.137725,0.0449102,0.179641,0.0568862,0.10479,0.0538922,0.125749,0.131737,0.101796
0007_34964321_computer.jpg,computer,0.135135,0.027027,0.0972973,0.178378,0.124324,0.0486486,0.108108,0.113514,0.102703,0.0648649
0007_389068672_plane.jpg,plane,0.110577,0.192308,0.0625,0.153846,0.0336538,0.177885,0.0432692,0.0817308,0.0769231,0.0673077
0007_940780300_flowers.jpg,flowers,0.0742358,0.069869,0.104803,0.0786026,0.131004,0.0655022,0.113537,0.157205,0.131004,0.0742358
0008_1072834393_plane.jpg,plane,0.0552486,0.176796,0.121547,0.18232,0.0718232,0.104972,0.0718232,0.0718232,0.0939227,0.0497238
0008_1286063308_leaf.jpg,leaf,0.144796,0.0633484,0.081448,0.122172,0.113122,0.0633484,0.108597,0.113122,0.131222,0.0588235
0008_1937292659_plane.jpg,plane,0.0,0.3,0.0,0.05,0.1,0.075,0.125,0.175,0.15,0.025
0008_2055905845_zebra.jpg,zebra,0.133127,0.0712074,0.263158,0.0216718,0.0371517,0.278638,0.0433437,0.0526316,0.0526316,0.0464396
0008_310398497_tree.jpg,tree,0.0689655,0.283525,0.0383142,0.122605,0.0804598,0.187739,0.0804598,0.0574713,0.0574713,0.0229885
0009_1382400520_dog.jpg,dog,0.0771704,0.106109,0.073955,0.131833,0.096463,0.0578778,0.102894,0.135048,0.11254,0.106109
0009_6481762_cat.jpg,cat,0.110256,0.0692308,0.0769231,0.158974,0.0794872,0.0666667,0.0717949,0.133333,0.123077,0.110256
0009_89559712_horses.jpg,horses,0.151111,0.0844444,0.106667,0.244444,0.0622222,0.0577778,0.0711111,0.0844444,0.0844444,0.0533333
0010_231649733_tiger.jpg,tiger,0.130332,0.130332,0.0924171,0.0947867,0.0663507,0.130332,0.0900474,0.0805687,0.0734597,0.111374
0010_326503083_boats.jpg,boats,0.147368,0.115789,0.0894737,0.121053,0.110526,0.1,0.121053,0.0842105,0.0631579,0.0473684
0010_462514707_plane.jpg,plane,0.117647,0.102941,0.0588235,0.411765,0.102941,0.0441176,0.0588235,0.0147059,0.0441176,0.0441176
0011_1167417963_flowers.jpg,flowers,0.0730337,0.0505618,0.0842697,0.115169,0.0674157,0.0280899,0.0561798,0.140449,0.219101,0.16573
0011_2271948699_cars.jpg,cars,0.157068,0.0837696,0.167539,0.104712,0.0575916,0.078534,0.0890052,0.104712,0.0994764,0.0575916
0011_264796015_sign.jpg,sign,0.037464,0.103746,0.0634006,0.0634006,0.0605187,0.0662824,0.0605187,0.170029,0.164265,0.210375
0011_91957110_plane.jpg,plane,0.10101,0.171717,0.141414,0.131313,0.020202,0.242424,0.030303,0.0808081,0.030303,0.050505
0012_111169497_fish.jpg,fish,0.0666667,0.0,0.0333333,0.2,0.1,0.0,0.166667,0.1,0.166667,0.166667
0012_1803230025_tower.jpg,tower,0.0608466,0.0634921,0.0132275,0.0582011,0.164021,0.047619,0.164021,0.171958,0.166667,0.0899471
0012_200360332_coral.jpg,coral,0.0940767,0.0836237,0.146341,0.0836237,0.0766551,0.0662021,0.114983,0.12892,0.101045,0.10453
0012_253993371_rainbow.jpg,rainbow,0.0384615,0.0384615,0.0384615,0.538462,0.115385,0.115385,0.0769231,0.0384615,0.0,0.0
0012_9478475_train.jpg,train,0.0648148,0.101852,0.0462963,0.138889,0.101852,0.0833333,0.0740741,0.175926,0.148148,0.0648148
0013_237187436_plane.jpg,plane,0.025641,0.0512821,0.0,0.333333,0.25641,0.0512821,0.179487,0.025641,0.0512821,0.025641
0013_272421059_birds.jpg,birds,0.0416667,0.0416667,0.0416667,0.416667,0.208333,0.0,0.208333,0.0,0.0416667,0.0
0013_91957114_plane.jpg,plane,0.109589,0.150685,0.130137,0.0616438,0.116438,0.0958904,0.0753425,0.0753425,0.0479452,0.136986
0014_307960000_rocks.jpg,rocks,0.112,0.04,0.048,0.328,0.072,0.024,0.136,0.128,0.064,0.048
0015_135096129_plane.jpg,plane,0.0992366,0.0687023,0.10687,0.0763359,0.0839695,0.0610687,0.129771,0.10687,0.160305,0.10687
